large,middle,small,mini,micro,account_id,account_item,indicator,created_at,updated_at
損益計算書,販売費及び一般管理費,,,,2400034,給料及び手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400035,給料及び賞与,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400036,給料手当及び賞与,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400037,給料手当及び福利費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400038,給料及び賃金,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400039,給与手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400040,賞与及び手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400041,従業員給料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400042,従業員賞与,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400043,従業員給料及び賞与,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400044,従業員給料及び手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400045,報酬及び給料手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400046,役員報酬及び給料手当,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400047,退職金,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400048,退職給付引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400049,役員退職慰労金,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400050,雑給,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400051,法定福利及び厚生費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400052,法定福利費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400053,株式報酬費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400054,のれん償却額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400055,開業費償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400056,開発費償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400057,支払報酬,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400058,支払報酬料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400059,顧問料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400060,教育研修費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400061,研修費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400062,採用費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400063,募集費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400064,外注費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400065,事務委託費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400066,業務委託費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400067,業務委託料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400068,支払手数料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400069,賃借料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400070,施設使用料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400071,地代家賃,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400072,借地借家料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400073,販売促進費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400074,広告宣伝費及び販売促進費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400075,事業宣伝費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400076,代理店手数料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400077,製品保証引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400078,完成工事補償引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400079,特別修繕引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400080,ポイント引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400081,利息返還損失引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400082,株式給付引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400083,役員株式給付引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400084,株主優待引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400085,株式報酬引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400086,運送費及び保管費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400087,運賃,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400088,運賃及び荷造費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400089,運賃諸掛,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400090,荷造運搬費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400091,荷造及び発送費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400092,販売運賃,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400093,発送運賃,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400094,配送費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400095,発送費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400096,試験研究費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400097,開発研究費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400098,技術研究費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400099,研究費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400100,修繕維持費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400101,寄付金,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400102,特許権使用料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400103,長期前払費用償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400104,水道光熱費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400105,動力用水光熱費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400106,衛生費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400107,事業所税,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400108,事業税,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400109,事務費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400110,事務用品費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400111,事務用消耗品費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400112,車両費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400113,会議費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400114,諸会費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400115,諸経費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400116,図書費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400117,印刷費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400118,図書印刷費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400119,調査研究費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400120,調査費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400121,旅費交通費及び通信費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400122,旅費及び通信費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400123,旅費及び交通費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400124,通信交通費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400125,取引関連費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400126,不動産関連費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400127,雑費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400128,販売費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400129,一般管理費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400130,割賦販売未実現利益繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400131,割賦販売未実現利益戻入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400132,返品調整引当金繰入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,販売費及び一般管理費,,,,2400133,返品調整引当金戻入額,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500001,受取利息,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500002,有価証券利息,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500003,受取配当金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500004,仕入割引,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500005,投資不動産賃貸料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500006,還付消費税等,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500007,負ののれん償却額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500008,持分法による投資利益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500009,為替差益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500010,有価証券売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500011,投資有価証券評価益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500012,未払配当金除斥益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500013,有価証券償還益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500014,有価証券運用益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500015,有価証券評価益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500016,投資有価証券評価損戻入益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500017,出資金運用益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500018,投資事業組合運用益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500019,匿名組合投資利益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500020,金銭の信託運用益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500021,デリバティブ評価益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500022,金利スワップ評価益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500023,複合金融商品評価益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500024,経営指導料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500025,技術指導料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500026,業務受託料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500027,業務受託手数料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500028,受取技術料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500029,受取ロイヤリティー,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500030,貸付金利息,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500031,受取手数料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500032,受取事務手数料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500033,受取賃貸料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500034,不動産賃貸料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500035,固定資産賃貸料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500036,設備賃貸料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500037,受取家賃,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500038,受取地代家賃,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500039,受取保険金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500040,受取保険金及び配当金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500041,受取保険料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500042,受取保証料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500043,受取補償金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500044,受取利息及び配当金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500045,助成金収入,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500046,補助金収入,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500047,協賛金収入,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500048,売電収入,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500049,保険解約返戻金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500050,保険返戻金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500051,生命保険配当金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500052,保険配当金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500053,保険事務手数料,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500054,役員退職慰労引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500055,償却債権取立益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500056,物品売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500057,作業くず売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500058,スクラップ売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500059,債務勘定整理益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500060,法人税等還付加算金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500061,還付加算金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500062,雇用調整助成金,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外収益,,,,2500063,雑収入,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600001,支払利息,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600002,社債利息,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600003,売上割引,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600004,有価証券売却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600005,有価証券評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600006,有価証券償還損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600007,有価証券運用損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600008,投資有価証券評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600009,持分法による投資損失,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600010,出資金運用損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600011,投資事業組合運用損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600012,出資金評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600013,金銭の信託運用損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600014,デリバティブ評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600015,ゴルフ会員権評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600016,会員権評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600017,保険解約損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600018,社債発行費償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600019,株式交付費償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600020,新株発行費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600021,社債償還損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600022,新株予約権発行費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600023,自己株式取得費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600024,株式公開費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600025,資金調達費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600026,短期社債利息,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600027,コマーシャル・ペーパー利息,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600028,為替差損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600029,金利スワップ評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600030,複合金融商品評価損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600031,手形売却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600032,電子記録債権売却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600033,貸与資産減価償却費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600034,休止固定資産減価償却費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600035,賃貸収入原価,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600036,賃貸費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600037,不動産賃貸費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600038,不動産賃貸原価,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600039,固定資産賃貸費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600040,設備賃貸費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600041,売電費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600042,リース解約損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600043,固定資産圧縮損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600044,棚卸資産廃棄損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600045,棚卸資産除却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600046,棚卸資産処分損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600047,商品廃棄損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600048,創立費償却,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600049,支払保証料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600050,支払補償費,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600051,売上債権売却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600052,債権売却損,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600053,コミットメントフィー,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600054,シンジケートローン手数料,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600055,上場関連費用,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600056,雑支出,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,営業外費用,,,,2600057,雑損失,1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700001,企業結合に係る特定勘定取崩益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700002,企業結合における交換利益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700003,事業分離における移転利益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700004,段階取得に係る差益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700005,持分変動利益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700006,抱合せ株式消滅差益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700007,固定資産売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700008,固定資産処分益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700009,固定資産受贈益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700010,有形固定資産売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700011,土地売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700012,投資有価証券売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700013,投資有価証券償還益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700014,ゴルフ会員権売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700015,会員権売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700016,負ののれん発生益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700017,関係会社清算益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700018,子会社清算益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700019,関係会社株式売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700020,子会社株式売却益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700021,事業譲渡益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700022,投資損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700023,製品保証引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700024,特別修繕引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700025,完成工事補償引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700026,債務保証損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700027,関係会社整理損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700028,事業整理損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700029,関係会社事業損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700030,事業構造改善引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700031,店舗閉鎖損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700032,訴訟損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700033,災害損失引当金戻入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700034,退職給付信託設定益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700035,厚生年金基金代行返上益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700036,退職給付制度改定益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700037,退職給付制度終了益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700038,工事負担金等受入額,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700039,新株予約権戻入益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700040,資産除去債務戻入益,-1,2023/12/28 23:16,2023/12/28 23:16
損益計算書,特別利益,,,,2700041,保険差益,-1,2023/12/28 23:16,2023/12/28 23:16
